Field_ID,Pollution_level,Plot_size,Crop_type,Annual_yield,Standard_yield
41396,0.25,0.9,potato,0.59,0.65
37810,0.13,1.7,tea,0.76,0.45
26339,0.1,14.1,wheat,9.18,0.65
17598,0.0,4.5,wheat,1.71,0.38
44047,0.04,5.9,cassava,2.0,0.34
7671,0.59,0.6,potato,0.31,0.51
2132,0.05,1.6,tea,1.05,0.66
23630,0.32,2.7,wheat,1.29,0.48
15483,0.31,1.1,maize,0.63,0.57
21768,0.34,2.1,cassava,1.14,0.54
30998,0.74,1.5,coffee,0.43,0.29
32461,0.14,1.5,tea,0.76,0.5
31642,0.31,1.0,wheat,0.56,0.56
37985,0.33,4.1,wheat,2.06,0.5
1784,0.2,1.7,potato,0.95,0.56
26857,0.26,2.0,wheat,1.3,0.65
34512,0.2,0.6,maize,0.34,0.56
9195,0.35,3.0,potato,1.37,0.46
1005,0.63,4.6,wheat,1.96,0.43
8904,0.25,2.9,cassava,1.63,0.56
7064,0.17,1.6,cassava,0.54,0.34
12757,0.83,1.1,wheat,0.49,0.45
40231,0.43,2.0,potato,1.1,0.55
24702,0.34,4.7,tea,2.1,0.45
8317,0.08,4.0,tea,2.84,0.71
37757,0.04,3.6,coffee,1.55,0.43
26599,0.23,2.6,potato,1.61,0.62
10873,0.08,1.8,banana,0.93,0.52
20856,0.25,2.6,tea,1.21,0.47
10065,0.04,1.3,coffee,0.71,0.55
13426,0.37,4.0,wheat,2.39,0.6
1498,0.04,2.1,banana,1.23,0.58
40291,0.07,7.3,wheat,3.34,0.46
24797,0.85,3.1,cassava,1.44,0.47
38252,0.47,0.9,cassava,0.53,0.59
1566,0.22,2.2,coffee,0.89,0.4
31109,0.0,12.9,banana,6.75,0.52
39407,0.16,11.2,tea,9.19,0.82
5264,0.01,2.8,cassava,1.07,0.38
7161,0.25,4.2,maize,1.89,0.45
4273,0.85,0.6,maize,0.3,0.5
11753,0.07,3.2,coffee,1.42,0.44
1788,0.67,4.4,cassava,2.15,0.49
14057,0.29,5.8,potato,3.73,0.64
30991,0.21,4.7,maize,2.11,0.45
33234,0.88,3.8,potato,1.98,0.52
15280,0.08,14.9,banana,8.93,0.6
42233,0.05,4.1,coffee,2.3,0.56
892,0.03,3.3,banana,1.19,0.36
25456,0.1,0.7,rice,0.4,0.57
7275,0.55,4.3,coffee,1.79,0.42
7024,0.06,4.5,coffee,2.26,0.5
24601,0.17,4.8,wheat,2.99,0.62
11807,0.07,5.7,maize,2.7,0.47
34843,0.44,3.0,potato,1.65,0.55
1682,0.35,1.8,wheat,0.73,0.41
430,0.83,2.7,wheat,0.73,0.27
18525,0.11,1.3,tea,0.82,0.63
19484,0.0,1.9,wheat,1.01,0.53
34372,0.16,13.3,tea,10.97,0.82
27283,0.23,2.1,maize,0.94,0.45
7112,0.38,1.3,potato,0.7,0.54
2616,0.03,2.3,potato,1.45,0.63
12474,0.15,3.2,maize,1.41,0.44
24190,0.01,0.9,rice,0.61,0.68
3053,0.81,14.4,cassava,7.34,0.51
17255,0.23,3.7,cassava,1.82,0.49
1616,0.05,4.8,wheat,2.49,0.52
22847,0.39,1.3,cassava,0.45,0.34
252,0.13,12.7,cassava,5.63,0.44
33369,0.12,4.2,wheat,2.85,0.68
35718,0.21,5.7,wheat,3.31,0.58
31581,0.05,7.4,coffee,3.68,0.5
42739,0.01,6.9,wheat,3.13,0.45
25626,0.1,0.7,tea,0.41,0.59
21916,0.25,8.9,tea,6.18,0.69
12990,0.17,1.1,potato,0.69,0.63
27149,0.03,2.0,tea,1.35,0.67
30693,0.07,3.0,cassava,1.17,0.39
31299,0.32,4.7,tea,3.43,0.73
1670,0.14,13.5,potato,7.36,0.55
233,0.32,5.3,potato,2.92,0.55
42845,0.87,1.8,cassava,0.7,0.39
38955,0.03,12.5,wheat,6.22,0.5
35064,0.12,4.2,maize,2.09,0.5
35374,0.0,9.4,coffee,4.77,0.51
37940,0.01,2.8,potato,1.84,0.66
37105,0.18,1.4,potato,0.84,0.6
23378,0.35,0.5,tea,0.35,0.71
7191,0.12,1.2,cassava,0.67,0.56
4730,0.11,8.2,wheat,3.91,0.48
30064,0.64,1.8,wheat,0.82,0.45
6029,0.13,1.3,potato,0.81,0.62
41055,0.76,2.3,potato,1.23,0.53
30711,0.19,1.5,potato,0.89,0.59
8721,0.03,0.7,banana,0.29,0.41
3115,0.35,6.8,potato,3.09,0.46
9165,0.07,5.0,tea,3.44,0.69
1901,0.15,1.6,wheat,0.92,0.58
5563,0.23,0.8,cassava,0.38,0.47
657,0.76,0.7,wheat,0.28,0.4
38686,0.62,0.7,potato,0.37,0.53
18396,0.83,4.2,cassava,1.79,0.43
3705,0.03,1.4,tea,0.94,0.67
19824,0.09,1.8,banana,1.21,0.67
30773,0.31,3.6,cassava,1.65,0.46
21888,0.05,5.1,cassava,1.95,0.38
13325,0.01,1.9,rice,1.36,0.72
37432,0.03,0.5,banana,0.22,0.44
15083,0.23,2.4,tea,1.2,0.5
27435,0.35,14.0,tea,10.24,0.73
26929,0.0,1.6,banana,0.53,0.33
8615,0.17,1.5,wheat,0.7,0.46
22675,0.07,7.7,maize,5.09,0.66
16495,0.81,2.0,tea,0.91,0.46
20819,0.02,2.1,banana,1.04,0.49
22583,0.67,4.7,cassava,1.71,0.36
28417,0.44,4.6,cassava,1.8,0.39
34022,0.31,1.9,tea,1.03,0.54
20283,0.41,0.6,wheat,0.3,0.51
21609,0.8,3.3,coffee,0.74,0.22
926,0.02,1.6,banana,0.94,0.59
21906,0.21,4.3,coffee,1.63,0.38
21958,0.14,3.1,potato,1.97,0.64
949,0.58,1.7,cassava,0.59,0.35
22364,0.03,10.7,cassava,4.01,0.37
20894,0.2,3.3,maize,1.99,0.6
10289,0.67,2.4,tea,1.12,0.47
27402,0.03,12.3,coffee,6.18,0.5
3000,0.02,1.1,rice,0.65,0.59
9242,0.01,3.6,banana,1.55,0.43
36705,0.06,10.4,banana,3.38,0.32
14829,0.23,1.1,wheat,0.55,0.5
11504,0.28,1.2,tea,0.97,0.81
1053,0.23,0.9,wheat,0.46,0.52
32630,0.0,2.4,banana,1.06,0.44
38251,0.13,14.4,maize,8.64,0.6
34459,0.32,4.2,potato,2.25,0.54
30606,0.36,1.4,potato,0.78,0.56
44366,0.16,8.0,cassava,2.96,0.37
44364,0.33,0.7,wheat,0.31,0.44
43701,0.89,1.1,wheat,0.23,0.21
44794,0.12,8.8,wheat,5.04,0.57
24132,0.45,11.4,maize,5.39,0.47
24859,0.06,1.5,potato,0.92,0.61
30422,0.11,8.8,wheat,5.21,0.59
20909,0.4,12.0,wheat,4.75,0.4
8668,0.05,3.8,wheat,1.95,0.51
37149,0.63,13.4,wheat,7.49,0.56
40897,0.0,9.3,tea,6.68,0.72
2528,0.0,3.7,rice,2.31,0.62
40340,0.01,1.3,cassava,0.59,0.46
42648,0.08,8.9,rice,3.88,0.44
41859,0.04,1.8,wheat,0.95,0.53
20042,0.05,1.8,wheat,0.98,0.54
4144,0.1,3.7,maize,2.32,0.63
43184,0.19,10.5,coffee,6.02,0.57
11799,0.32,7.3,tea,5.71,0.78
24303,0.0,8.3,rice,4.37,0.53
17666,0.01,1.9,wheat,1.03,0.54
43719,0.11,7.8,tea,4.3,0.55
16441,0.13,1.2,tea,0.87,0.72
19590,0.02,3.3,wheat,1.58,0.48
28697,0.01,11.9,cassava,4.46,0.37
20037,0.4,0.8,wheat,0.52,0.65
22855,0.17,1.3,maize,0.7,0.54
17079,0.31,3.5,wheat,1.52,0.43
20985,0.0,6.0,rice,2.86,0.48
9731,0.11,0.7,cassava,0.35,0.5
17770,0.21,1.1,potato,0.71,0.65
16055,0.05,12.3,coffee,6.2,0.5
15527,0.86,3.3,cassava,1.58,0.48
42357,0.22,4.0,tea,1.54,0.39
11594,0.1,1.3,cassava,0.75,0.58
21517,0.07,3.5,tea,2.98,0.85
25047,0.0,7.7,rice,4.05,0.53
10709,0.07,2.7,cassava,1.39,0.51
38770,0.01,0.8,wheat,0.41,0.52
32277,0.09,7.5,potato,4.56,0.61
40670,0.13,1.5,cassava,0.77,0.52
42989,0.42,0.5,wheat,0.2,0.39
35253,0.32,13.7,potato,7.67,0.56
38073,0.03,5.0,wheat,2.61,0.52
8790,0.01,5.8,cassava,2.27,0.39
14240,0.06,4.7,banana,1.39,0.3
30073,0.14,5.9,wheat,3.9,0.66
12263,0.36,6.6,wheat,3.69,0.56
6757,0.06,1.8,potato,1.06,0.59
24988,0.0,3.3,wheat,1.75,0.53
24677,0.18,1.5,maize,0.87,0.58
6267,0.0,3.5,wheat,1.89,0.54
624,0.14,4.9,banana,2.91,0.59
13053,0.11,0.5,tea,0.3,0.6
10628,0.17,4.6,cassava,2.63,0.57
14018,0.22,1.1,tea,0.47,0.43
37949,0.0,1.7,banana,0.66,0.39
10742,0.04,1.2,rice,0.77,0.65
3154,0.0,7.4,banana,2.63,0.36
35056,0.13,10.7,wheat,5.89,0.55
34255,0.13,12.4,rice,7.86,0.63
41084,0.69,3.9,cassava,2.17,0.56
24653,0.2,4.2,cassava,2.08,0.5
14539,0.34,3.3,potato,2.1,0.64
4384,0.29,2.4,banana,0.93,0.39
15112,0.04,3.0,wheat,1.78,0.59
45129,0.16,2.3,tea,2.07,0.9
7266,0.28,0.8,wheat,0.4,0.5
43209,0.04,3.5,cassava,1.72,0.49
41604,0.2,1.0,wheat,0.69,0.69
14722,0.39,14.1,tea,8.29,0.59
44240,0.0,2.3,potato,1.5,0.65
1673,0.29,1.1,tea,0.67,0.61
29112,0.02,1.3,banana,0.63,0.48
6282,0.0,3.6,banana,1.49,0.41
12492,0.04,2.6,banana,0.99,0.38
22461,0.07,1.4,wheat,0.58,0.41
38813,0.41,0.7,cassava,0.27,0.38
9303,0.02,4.4,wheat,1.99,0.45
9172,0.06,3.7,banana,1.59,0.43
6552,0.17,13.2,coffee,8.33,0.63
25891,0.0,6.7,wheat,3.19,0.48
20627,0.04,4.3,banana,1.9,0.44
15726,0.0,9.3,coffee,4.42,0.47
6415,0.16,0.9,rice,0.48,0.53
2514,0.28,14.6,potato,8.25,0.56
36933,0.32,0.8,potato,0.48,0.6
23288,0.08,1.6,banana,0.67,0.42
39939,0.09,1.2,cassava,0.61,0.51
44296,0.27,2.0,coffee,0.85,0.43
18861,0.02,3.0,tea,1.9,0.63
38130,0.37,3.6,cassava,1.81,0.5
34238,0.2,2.8,maize,1.56,0.56
6885,0.05,2.0,potato,1.29,0.64
32564,0.15,0.6,maize,0.38,0.64
32661,0.07,3.5,tea,2.14,0.61
40170,0.01,3.6,banana,1.22,0.34
40187,0.17,2.8,cassava,1.19,0.42
36172,0.2,0.9,potato,0.55,0.62
261,0.2,0.7,wheat,0.44,0.63
195,0.31,9.9,potato,5.95,0.6
17271,0.08,11.1,cassava,5.51,0.5
39231,0.08,2.1,wheat,0.98,0.47
32044,0.3,0.7,wheat,0.38,0.54
8940,0.07,1.8,cassava,0.65,0.36
29156,0.08,4.1,wheat,2.13,0.52
12895,0.07,1.6,tea,0.73,0.46
38866,0.54,4.0,wheat,1.91,0.48
14303,0.24,3.5,cassava,1.87,0.54
3707,0.29,11.1,potato,5.86,0.53
40000,0.01,1.1,potato,0.71,0.64
44756,0.0,1.4,rice,0.8,0.57
36091,0.15,15.0,tea,12.11,0.81
22334,0.09,0.8,wheat,0.44,0.55
12088,0.43,2.8,tea,1.22,0.44
44159,0.12,2.0,rice,1.4,0.7
35302,0.25,1.4,potato,0.83,0.59
32490,0.03,1.4,tea,1.01,0.72
15738,0.07,0.9,maize,0.44,0.49
30905,0.29,5.0,wheat,2.16,0.43
38586,0.31,7.9,tea,4.59,0.58
43399,0.3,1.0,maize,0.51,0.51
28619,0.24,4.7,potato,2.63,0.56
18496,0.2,3.3,maize,1.84,0.56
1675,0.03,13.2,banana,5.1,0.39
36078,0.01,1.4,banana,0.57,0.41
1033,0.64,4.9,cassava,2.93,0.6
593,0.24,1.3,potato,0.85,0.66
27231,0.22,1.9,potato,1.21,0.64
25501,0.72,1.9,tea,0.96,0.51
43580,0.91,1.2,cassava,0.55,0.46
13082,0.3,4.0,tea,1.83,0.46
12955,0.05,4.0,coffee,2.0,0.5
38569,0.08,2.3,wheat,1.11,0.48
36578,0.23,4.2,potato,2.47,0.59
4569,0.21,4.9,wheat,2.63,0.54
34243,0.17,2.5,potato,1.28,0.51
19067,0.25,14.0,wheat,6.42,0.46
28438,0.92,3.9,tea,1.83,0.47
44135,0.29,4.3,potato,2.16,0.5
14206,0.11,1.2,tea,0.77,0.64
1291,0.04,1.9,wheat,0.9,0.47
32399,0.25,5.9,coffee,2.38,0.4
28281,0.01,2.5,tea,1.97,0.79
873,0.14,1.0,tea,0.77,0.77
9606,0.22,1.4,wheat,0.81,0.58
18775,0.0,4.4,banana,1.65,0.37
35226,0.01,3.6,cassava,1.45,0.4
44533,0.13,5.2,tea,4.13,0.79
43528,0.06,0.6,potato,0.39,0.65
30551,0.21,3.8,tea,2.57,0.68
36546,0.23,3.3,potato,2.09,0.63
3025,0.84,4.7,cassava,2.18,0.46
24060,0.28,2.3,potato,1.41,0.61
37891,0.27,5.8,wheat,2.72,0.47
23945,0.92,4.0,potato,1.94,0.48
33093,0.29,0.7,potato,0.36,0.52
42899,0.54,3.7,tea,1.32,0.36
38560,0.05,1.9,tea,1.22,0.64
7003,0.04,4.7,banana,2.67,0.57
25484,0.19,2.0,tea,1.72,0.86
1928,0.17,4.9,potato,2.65,0.54
38085,0.7,6.4,potato,3.35,0.52
41881,0.1,0.9,wheat,0.38,0.42
41482,0.21,0.9,potato,0.56,0.62
729,0.29,3.1,wheat,1.21,0.39
30986,0.76,5.1,tea,2.44,0.48
16951,0.05,1.9,rice,1.29,0.68
34455,0.05,2.0,tea,1.71,0.85
23512,0.14,4.7,banana,2.69,0.57
41253,0.12,1.7,tea,1.35,0.79
37582,0.11,4.0,wheatn,1.92,0.48
1661,0.11,3.4,tea,2.39,0.7
33310,0.16,14.5,cassava,9.1,0.63
24109,0.23,2.2,tea,0.95,0.43
25315,0.0,4.3,wheat,2.51,0.58
22167,0.05,4.5,wheat,2.36,0.52
42702,0.01,5.2,maize,3.04,0.58
11790,0.29,1.2,potato,0.66,0.55
23847,0.08,0.7,tea,0.59,0.84
41419,0.06,7.0,banana,3.11,0.44
36667,0.41,2.5,cassava,0.87,0.35
26752,0.81,4.4,tea,2.07,0.47
14095,0.02,1.1,coffee,0.52,0.47
22121,0.4,10.7,wheat,5.25,0.49
13148,0.3,2.7,potato,1.43,0.53
43137,0.0,2.4,rice,1.25,0.52
2868,0.0,1.7,rice,1.24,0.73
26176,0.29,2.6,wheat,1.8,0.69
9694,0.06,2.1,cassava,1.03,0.49
23802,0.46,1.6,potato,0.84,0.53
8525,0.01,9.8,rice,6.11,0.62
9908,0.02,1.6,wheat,0.96,0.6
22506,0.03,10.9,cassava,4.12,0.38
23780,0.0,4.9,cassava,2.0,0.41
41073,0.15,4.8,cassava,2.32,0.48
37906,0.32,1.4,potato,0.88,0.63
45076,0.14,1.6,wheat,0.9,0.56
10210,0.18,10.5,wheat,4.91,0.47
39586,0.0,2.3,coffee,1.3,0.57
30280,0.37,3.0,potato,1.65,0.55
33959,0.04,9.3,wheat,4.93,0.53
13643,0.09,1.2,wheat,0.75,0.63
7677,0.25,11.3,cassava,5.34,0.47
34336,0.01,1.0,potato,0.65,0.65
37894,0.04,1.9,maize,1.01,0.53
584,0.91,4.1,maize,1.94,0.47
30643,0.06,4.6,wheat,2.09,0.45
12928,0.06,2.7,coffee,1.12,0.42
30012,0.32,1.2,wheat,0.65,0.54
23034,0.0,9.5,banana,3.86,0.41
30515,0.35,3.3,maize,1.61,0.49
24986,0.04,4.5,maize,2.61,0.58
22603,0.17,4.1,tea,2.97,0.72
24221,0.15,9.8,tea,7.63,0.78
20361,0.13,4.4,coffee,2.48,0.56
36548,0.71,0.9,wheat,0.46,0.51
35991,0.14,1.8,wheat,1.2,0.67
3593,0.37,2.7,tea,1.85,0.69
16113,0.01,7.6,cassava,3.45,0.45
12571,0.01,4.0,wheat,1.82,0.46
34250,0.02,5.8,wheat,3.08,0.53
8357,0.25,2.6,potato,1.44,0.56
18923,0.25,4.4,banana,2.39,0.54
2494,0.24,1.5,potato,0.9,0.6
20083,0.18,1.9,tea,1.15,0.6
33203,0.07,0.7,tea,0.46,0.66
21417,0.2,1.5,wheat,0.77,0.51
24764,0.27,0.6,coffee,0.31,0.51
19791,0.51,1.5,wheat,0.73,0.48
4884,0.04,4.7,potato,2.93,0.62
25219,0.07,2.0,tea,1.42,0.71
30487,0.07,2.5,banana,0.82,0.33
4168,0.0,0.8,rice,0.41,0.52
38546,0.14,9.3,tea,5.31,0.57
30053,0.91,4.6,wheat,1.47,0.32
21171,0.81,0.9,tea,0.43,0.48
39128,0.02,2.3,cassava,1.31,0.57
24903,0.0,7.5,rice,4.5,0.6
15706,0.06,2.0,maize,1.2,0.6
14827,0.01,0.7,coffee,0.34,0.48
18080,0.02,7.8,coffee,4.27,0.55
32603,0.62,1.9,wheat,0.76,0.4
9163,0.15,1.0,wheat,0.53,0.53
28125,0.35,0.6,potato,0.31,0.52
41749,0.07,6.6,banana,3.13,0.47
27436,0.17,1.7,tea,1.31,0.77
4817,0.05,7.6,maize,5.05,0.66
27854,0.26,13.2,coffee,7.25,0.55
4035,0.35,1.4,potato,0.84,0.6
21208,0.05,4.0,banana,1.71,0.43
16404,0.35,1.3,banana,0.58,0.45
38844,0.19,1.4,potato,0.95,0.68
32915,0.34,1.4,tea,0.81,0.58
32432,0.02,2.6,potato,1.57,0.61
32054,0.17,9.1,tea,7.13,0.78
17944,0.22,4.9,wheat,3.11,0.64
21145,0.45,1.4,tea,0.59,0.42
5199,0.0,2.0,banana,0.76,0.38
3366,0.09,1.6,banana,0.65,0.41
3799,0.3,5.7,wheat,2.69,0.47
43583,0.02,4.9,wheat,3.35,0.68
11806,0.21,1.0,wheat,0.61,0.61
36595,0.01,3.8,potato,2.01,0.53
6923,0.24,1.5,potato,0.83,0.55
31834,0.07,0.7,rice,0.43,0.62
7337,0.0,4.4,banana,1.62,0.37
41580,0.17,1.1,wheat,0.55,0.5
40866,0.0,3.9,wheat,1.95,0.5
14603,0.3,13.0,tea,8.98,0.69
30088,0.4,6.3,cassava,2.96,0.47
14083,0.08,4.2,tea,3.44,0.82
4070,0.83,4.5,wheat,2.24,0.5
20273,0.11,4.0,wheat,2.37,0.59
16214,0.0,3.9,banana,1.74,0.45
39796,0.07,1.4,potato,0.83,0.59
1430,0.57,3.2,tea,1.67,0.52
14381,0.01,2.9,potato,1.88,0.65
22496,0.0,14.3,tea,11.75,0.82
15757,0.16,1.1,maize,0.69,0.63
22306,0.79,4.9,wheat,2.52,0.51
29719,0.38,6.8,coffee,3.54,0.52
621,0.13,1.6,potato,0.92,0.57
17183,0.26,3.3,maize,1.84,0.56
4630,0.29,1.9,potato,1.09,0.57
36366,0.03,6.0,tea,3.63,0.61
5625,0.23,1.0,potato,0.57,0.57
43512,0.29,8.3,wheat,4.04,0.49
9035,0.21,3.5,wheat,1.6,0.46
16798,0.08,1.9,tea,1.3,0.68
28589,0.28,8.2,wheat,3.7,0.45
2851,0.92,2.0,maize,0.88,0.44
30904,0.1,3.5,tea,2.3,0.66
19658,0.04,3.8,wheat,1.79,0.47
748,0.05,1.9,wheat,1.03,0.54
217,0.02,1.1,rice,0.65,0.59
26767,0.74,1.6,maize,0.75,0.47
16811,0.43,1.2,wheat,0.53,0.44
41175,0.04,13.0,banana,6.47,0.5
38129,0.02,0.7,maize,0.48,0.69
29208,0.01,1.7,banana,0.63,0.37
26633,0.21,3.0,cassava,1.48,0.49
18430,0.45,7.5,coffee,2.76,0.37
43609,0.04,3.1,tea,2.18,0.7
17072,0.3,1.9,potato,1.13,0.6
14350,0.01,1.3,rice,0.88,0.68
19082,0.06,2.0,potato,1.25,0.62
7070,0.21,11.7,tea,4.36,0.37
20279,0.01,4.7,wheat,3.21,0.68
12267,0.82,3.9,wheat,1.09,0.28
28802,0.28,8.6,cassava,5.33,0.62
22618,0.13,5.2,coffee,2.46,0.47
38343,0.07,1.8,rice,1.2,0.67
20859,0.05,1.6,wheat,1.15,0.72
18377,0.32,0.7,wheat,0.43,0.62
10075,0.0,3.1,wheat,1.37,0.44
28061,0.31,0.9,potato,0.5,0.55
34150,0.56,3.9,wheat,1.78,0.46
44818,0.54,4.9,wheat,1.86,0.38
29025,0.2,0.7,wheat,0.41,0.58
1859,0.25,6.3,rice,3.31,0.53
8238,0.26,1.4,maize,0.78,0.56
19592,0.48,1.5,cassava,0.66,0.44
37992,0.43,5.5,potato,3.15,0.57
2360,0.17,2.9,tea,1.32,0.46
22826,0.18,11.8,tea,7.79,0.66
30230,0.07,11.9,tea,8.19,0.69
36328,0.66,1.1,cassava,0.64,0.58
5841,0.28,1.0,potato,0.58,0.58
23157,0.3,2.6,maize,1.3,0.5
25798,0.82,4.7,cassava,2.19,0.47
3640,0.75,9.4,coffee,3.42,0.36
36117,0.35,0.6,maize,0.26,0.43
14150,0.21,0.9,potato,0.52,0.58
36870,0.35,4.9,coffee,3.07,0.63
37070,0.04,1.8,banana,1.04,0.58
20727,0.31,4.7,maize,1.95,0.42
34261,0.06,3.2,wheat,1.42,0.44
39397,0.29,1.9,cassava,1.12,0.59
27748,0.11,1.4,tea,1.16,0.83
29937,0.0,2.4,wheat,1.66,0.69
1668,0.16,0.6,banana,0.26,0.43
28474,0.24,3.5,potato,2.03,0.58
2875,0.13,13.0,banana,7.47,0.57
4419,0.0,2.3,banana,0.66,0.29
2554,0.02,1.0,coffee,0.56,0.56
25422,0.09,1.0,coffee,0.54,0.54
18349,0.03,5.4,cassava,2.94,0.54
9451,0.06,2.1,tea,1.37,0.65
24157,0.1,1.5,tea,1.18,0.79
1850,0.2,0.7,maize,0.41,0.59
13097,0.24,1.6,tea,1.32,0.82
27401,0.11,1.0,tea,0.81,0.81
29662,0.31,5.1,potato,2.83,0.55
12589,0.03,1.1,rice,0.65,0.59
18137,0.07,13.4,wheat,9.85,0.74
6322,0.19,2.3,potato,1.17,0.51
44547,0.08,4.8,banana,2.36,0.49
38830,0.1,1.0,rice,0.6,0.6
36682,0.02,2.8,wheat,1.99,0.71
44251,0.66,1.7,cassava,0.77,0.45
10079,0.01,2.8,cassava,1.24,0.44
31184,0.23,1.9,wheat,0.8,0.42
25423,0.53,2.2,coffee,0.67,0.31
38222,0.26,1.4,banana,0.55,0.39
31168,0.08,1.9,tea,1.52,0.8
36798,0.24,0.5,coffee,0.19,0.38
36178,0.27,5.8,banana,2.88,0.5
2672,0.2,1.2,wheat,0.7,0.58
27697,0.56,3.8,coffee,0.91,0.24
41176,0.21,1.9,tea,1.33,0.7
28604,0.12,5.5,potato,3.71,0.67
13473,0.07,4.7,coffee,2.37,0.5
18553,0.13,10.3,potato,6.52,0.63
19891,0.1,0.9,banana,0.46,0.51
41507,0.09,2.4,rice,1.5,0.62
12945,0.27,11.2,tea,6.63,0.59
38972,0.0,8.6,wheat,3.27,0.38
4883,0.11,9.2,banana,4.52,0.49
23024,0.03,1.2,potato,0.78,0.65
38053,0.03,7.9,coffee,4.21,0.53
6756,0.1,3.6,banana,2.0,0.56
22621,0.04,14.2,cassava,7.73,0.54
38273,0.01,4.7,coffee,2.2,0.47
34661,0.9,1.8,potato,0.93,0.52
27903,0.09,1.1,cassava,0.42,0.39
702,0.06,0.6,wheat,0.28,0.46
36555,0.7,3.5,banana,1.24,0.35
34443,0.11,1.0,wheat,0.48,0.48
34119,0.0,4.8,wheat,2.47,0.52
3402,0.07,3.5,banana,1.33,0.38
11715,0.25,1.2,wheat,0.55,0.46
42782,0.13,4.7,maize,3.23,0.69
44959,0.38,2.9,maize,1.38,0.48
26420,0.23,14.9,coffee,6.01,0.4
15864,0.33,2.8,tea,2.06,0.74
36758,0.11,0.9,coffee,0.5,0.56
42223,0.29,4.6,maize,2.31,0.5
24990,0.0,3.7,wheat,2.01,0.54
31672,0.28,2.8,coffee,1.51,0.54
13804,0.34,6.9,tea,5.41,0.78
44873,0.77,2.0,wheat,0.73,0.37
32763,0.81,0.9,tea,0.31,0.34
39680,0.0,11.5,rice,7.33,0.64
1183,0.11,3.3,coffee,2.13,0.65
11494,0.12,3.9,banana,2.08,0.53
16657,0.03,12.2,rice,7.2,0.59
4009,0.17,5.0,wheat,2.64,0.53
25704,0.0,4.7,wheat,2.32,0.49
35521,0.0,2.9,banana,1.5,0.52
41134,0.07,0.5,banana,0.22,0.45
39921,0.02,4.2,wheat,2.13,0.51
35242,0.22,8.6,wheat,5.42,0.63
41927,0.01,10.4,cassava,4.0,0.38
4199,0.35,3.0,potato,1.87,0.62
7327,0.0,1.7,banana,0.7,0.41
32524,0.0,7.7,coffee,3.87,0.5
35640,0.07,0.7,wheat,0.37,0.53
20355,0.01,0.9,coffee,0.42,0.47
13732,0.28,7.0,banana,3.52,0.5
26825,0.16,8.4,cassava,5.09,0.61
16871,0.33,3.5,wheat,1.87,0.53
40632,0.36,2.6,wheat,1.44,0.55
23517,0.09,5.8,coffee,2.03,0.35
17258,0.22,1.6,cassava,0.8,0.5
44813,0.24,1.6,wheat,0.72,0.45
6515,0.01,1.4,banana,0.76,0.54
10945,0.56,12.8,cassava,6.05,0.47
40884,0.01,1.0,potato,0.65,0.65
8492,0.0,1.7,banana,0.92,0.54
8478,0.16,5.2,banana,1.9,0.37
10657,0.84,2.1,wheat,0.75,0.36
19815,0.61,3.2,maize,1.59,0.5
23935,0.02,3.3,wheat,2.34,0.71
13196,0.07,4.0,banana,1.54,0.38
10172,0.2,10.0,potato,5.62,0.56
33315,0.12,0.6,tea,0.4,0.66
2767,0.03,3.5,wheat,2.04,0.58
32623,0.16,2.9,wheat,1.49,0.51
7815,0.02,2.0,rice,1.1,0.55
11210,0.12,1.2,tea,0.85,0.71
29481,0.29,4.8,wheat,2.59,0.54
31970,0.12,2.8,coffee,1.66,0.59
26709,0.05,2.7,wheat,1.61,0.59
2624,0.21,1.4,maize,0.75,0.53
44139,0.01,0.9,cassava,0.52,0.58
3939,0.0,8.2,coffee,3.92,0.48
7905,0.25,1.6,potato,0.79,0.49
20262,0.07,1.4,wheatn,0.8,0.57
2181,0.34,2.1,tea,1.3,0.62
34463,0.04,0.7,coffee,0.35,0.5
33267,0.89,0.8,cassava,0.46,0.57
28384,0.08,3.5,coffee,2.01,0.58
14238,0.01,14.5,cassava,6.61,0.46
33003,0.11,1.0,banana,0.42,0.42
18603,0.02,5.1,potato,3.52,0.69
465,0.42,2.5,wheat,0.98,0.39
1165,0.14,2.1,banana,1.11,0.53
37589,0.09,4.6,potato,3.05,0.66
15703,0.31,6.7,potato,4.01,0.6
10653,0.3,1.3,tea,0.99,0.76
8288,0.84,1.9,cassava,0.98,0.51
40315,0.02,5.5,banana,2.78,0.51
31448,0.88,0.9,banana,0.27,0.3
6404,0.07,2.1,wheat,1.37,0.65
5042,0.22,2.5,potato,1.17,0.47
10474,0.13,3.7,wheat,1.82,0.49
27292,0.23,1.0,potato,0.56,0.56
20633,0.15,0.6,coffee,0.27,0.46
38027,0.07,3.2,wheat,1.62,0.51
12451,0.57,4.6,cassava,1.81,0.39
16904,0.31,1.7,potato,1.0,0.59
42483,0.01,3.1,wheat,1.52,0.49
37830,0.01,1.3,potato,0.84,0.64
29116,0.01,2.9,coffee,1.28,0.44
22803,0.61,0.5,potato,0.28,0.55
29644,0.2,1.2,potato,0.65,0.54
2189,0.07,1.4,wheat,0.64,0.46
6915,0.42,4.2,wheat,2.37,0.56
20207,0.25,1.1,wheat,0.61,0.55
16492,0.31,0.6,banana,0.31,0.51
43139,0.0,2.1,rice,1.43,0.68
34875,0.31,11.1,potato,6.07,0.55
